,artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre, pop,R&B,country,rock, rock, Folk/Acoustic, easy listening, Dance/Electronic,set(),pop, R&B,World/Traditional, metal, blues,latin,Dance/Electronic, latin,easy listening, jazz, country,metal,Folk/Acoustic, classical, hip hop,hip hop,cat,cluster
65,The Game,How We Do,0.3301477046768657,1.0,2005,0.8314606741573034,0.8664302600472813,0.6282173498570067,0.36363636363636365,0.6479395197153869,0.0,0.4120839363241679,0.046600097051089535,0.0,0.014070956103427543,0.6406032730773344,0.2518895194653655,"hip hop, pop",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3333333333333333,7
66,Mariah Carey,It's Like That,0.24346214158309668,0.0,2005,0.0,0.7931442080378251,0.6123292024149984,0.7272727272727273,0.7727542247257634,0.0,0.05101302460202606,0.09229771733214424,0.0,0.01202645820805773,0.8534602631297464,0.2382385700647078,"pop, R&B",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,5
67,Black Eyed Peas,My Humps,0.5764847256874653,0.0,2005,0.7528089887640449,0.7955082742316786,0.6642304840588922,0.09090909090909091,0.7209210396284218,0.0,0.3596237337192475,0.11371207302438738,1.4111675126903554e-05,0.1052315093205051,0.5860519841694298,0.4238556804922033,"hip hop, pop",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1
68,Natalie Imbruglia,Shiver,0.2954443803786111,0.0,2005,0.5842696629213483,0.425531914893617,0.7870988242770893,0.09090909090909091,0.7917778436604408,1.0,0.015195369030390747,0.0011586293500855753,2.852791878172589e-06,0.153337342152736,0.2897636110813991,0.22637106184364061,"pop, Folk/Acoustic",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,2
69,Black Eyed Peas,Don't Lie,0.28560189251669155,0.0,2005,0.6853932584269663,0.6300236406619386,0.7733290964940155,0.8181818181818182,0.7518035378990019,1.0,0.2945007235890015,0.16391797871433536,0.0,0.06843054720384846,0.6053053802545727,0.19800838018457628,"hip hop, pop",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7777777777777778,1
70,Papa Roach,Scars,0.2565001374122313,0.0,2004,0.6741573033707865,0.38534278959810875,0.9258553119372949,1.0,0.85082518035379,1.0,0.04739507959479016,0.08963373049961638,0.0,0.24594107035478052,0.4769494063536207,0.19732550121990028,"rock, metal",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,4
71,Kaiser Chiefs,I Predict A Riot,0.3238240476793499,0.0,2005,0.7078651685393258,0.3144208037825059,0.9788158034106557,0.7272727272727273,0.853493428204368,1.0,0.09659913169319828,0.024878358262785494,0.0,0.11846061334936861,0.39779655578136697,0.6551859021958206,rock,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,4
72,Ryan Cabrera,True,0.24565265421155016,0.0,2004,0.6966292134831461,0.5543735224586288,0.36553331214913676,0.5454545454545454,0.5168494910564284,1.0,0.0016280752532561533,0.4702764644550385,0.0,0.15574263379434758,0.3539415980318751,0.24476901453272518,pop,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,2
73,Toby Keith,As Good As I Once Was,0.309420012609593,0.0,2005,0.7528089887640449,0.6513002364066195,0.8633619319987289,0.45454545454545453,0.7932107915801956,1.0,0.029124457308248922,0.27252667265585556,0.0,0.1052315093205051,0.6502299711199059,0.39153495279516287,country,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,2
74,Bob Sinclar,Rock This Party - Everybody Dance Now,0.35691075749166096,0.0,2006,0.7752808988764045,0.9030732860520095,0.8135790700137697,0.45454545454545453,0.8304180254965905,0.0,0.17872648335745298,0.07313750434434776,0.0,0.035357787131689716,0.9240560487752701,0.4507664156147236,"pop, Dance/Electronic",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,5
75,Diddy,Come to Me (feat. Nicole Scherzinger),0.4412980336579136,1.0,2006,0.6179775280898876,0.8156028368794326,0.4555661476538502,0.5454545454545454,0.6949303290839016,0.0,0.09479015918958032,0.01801346911742526,0.0,0.7654840649428744,0.3721253610011766,0.24516680810438107,"hip hop, pop",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6666666666666666,7
76,Nelly,Grillz,0.42613957849471634,0.0,2005,0.6741573033707865,0.8723404255319149,0.47569113441372735,0.36363636363636365,0.6313370886451231,0.0,0.39399421128798845,0.036661376945120235,0.0,0.34335538184004805,0.8577387955931115,0.15233504826562,"hip hop, pop, R&B",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6666666666666666,1
77,KT Tunstall,Black Horse And The Cherry Tree,0.1599720864565427,0.0,2005,0.7191011235955056,0.7316784869976359,0.7743883063234828,0.36363636363636365,0.6288170767862437,0.0,0.07398697539797397,0.3360525125084428,0.0,0.3830426939266386,0.9401005455128891,0.2971120186697783,"World/Traditional, pop, Folk/Acoustic",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,2
78,James Morrison,You Give Me Something,0.2699018715007032,0.0,2006,0.7191011235955056,0.5082742316784871,0.6705857430356953,0.6363636363636364,0.6926573772111868,1.0,0.16425470332850942,0.2212961566457045,0.0,0.07696933253156946,0.5774949192426997,0.13083430571761961,"pop, R&B",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,2
79,Gym Class Heroes,Cupid's Chokehold / Breakfast in America - Radio Mix,0.3345664509384447,0.0,2007,0.6629213483146067,0.5378250591016548,0.6631712742294249,0.09090909090909091,0.7624271173040814,0.0,0.0993125904486252,0.5071624359823472,0.0,0.32170775706554416,0.8374157663921274,0.1304961811817121,"hip hop, pop",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3333333333333333,1
80,My Chemical Romance,Teenagers,0.13180796775392972,0.0,2006,0.898876404494382,0.3947990543735225,0.8495922042156551,0.36363636363636365,0.8622887637118293,1.0,0.07235890014471782,0.05182560968412494,0.0,0.19542994588093807,0.8748529254465718,0.3422881086241647,rock,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4
81,Calvin Harris,Acceptable in the 80's,0.5945908079300329,0.0,2007,0.6404494382022472,0.7777777777777778,0.7976909225717616,0.6363636363636364,0.744144678327898,1.0,0.05047033285094067,0.014632255060755293,0.2609137055837564,0.0301864101022249,0.9668413734089207,0.45064044765036604,"hip hop, pop, Dance/Electronic",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1
82,Nickelback,Rockstar,0.37462346354264897,0.0,2005,0.7752808988764045,0.5756501182033097,0.9057303251774177,0.0,0.8652040715485719,1.0,0.027858176555716364,0.04700994117917075,0.0,0.3866506313890559,0.7005027275644453,0.5572623846398642,"rock, metal",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,4
83,Justin Timberlake,LoveStoned / I Think She Knows (Interlude),0.8927295457852166,1.0,2006,0.6404494382022472,0.8628841607565012,0.6631712742294249,0.09090909090909091,0.7049609645221859,1.0,0.05734442836468886,0.34834783635087907,0.0001634517766497462,0.23030667468430546,0.8705743929832067,0.40590856051766205,pop,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5555555555555556,2
84,Amy Winehouse,Back To Black,0.34566720374192367,1.0,2006,0.8539325842696629,0.32387706855791965,0.3888359283974155,0.6363636363636364,0.32364858187567935,0.0,0.02550651230101303,0.13727811038905685,2.081218274111675e-05,0.07769092002405291,0.36356829607444646,0.41575395141614513,R&B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,2
85,Foo Fighters,The Pretender,0.4213247616840812,0.0,2007,0.8764044943820225,0.35933806146572106,0.9576316068213113,0.8181818181818182,0.8140132424152584,1.0,0.03599855282199711,0.0009198951454782717,0.0,0.007817197835237525,0.34966306556851,0.748945847035112,"rock, metal",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,4
86,Kaiser Chiefs,Ruby,0.24572540186341763,0.0,2007,0.7528089887640449,0.3806146572104019,0.9364474102319669,0.45454545454545453,0.8742958790394307,0.0,0.05065123010130247,0.006875954936818429,4.923857868020305e-06,0.06722790138304269,0.43844261418333513,0.22141853187652488,rock,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,4
87,Boys Like Girls,The Great Escape,0.251976311209066,0.0,2007,0.6966292134831461,0.3475177304964539,0.9375066200614341,0.09090909090909091,0.8153967783377803,0.0,0.0729015918958032,0.0016811806133891158,0.0,0.18821407095610343,0.4994117017862873,0.5961268165906438,pop,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,5
88,Katy Perry,I Kissed A Girl,0.1795519822387955,0.0,2008,0.8202247191011236,0.6737588652482269,0.7468488507573351,0.45454545454545453,0.8568534440162072,1.0,0.08049927641099855,0.0022652084959048375,0.0,0.1328923631990379,0.7037116269119692,0.46394001272939434,pop,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,5
89,Eric Prydz,Pjanoo - Radio Edit,0.11971569139907207,0.0,2008,0.7303370786516854,0.5626477541371159,0.8675987713165978,0.6363636363636364,0.7690977369305267,0.0,0.011396526772793054,0.0005571830921264025,0.8243654822335026,0.10883944678292243,0.8534602631297464,0.4373806619285033,"pop, Dance/Electronic",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5
90,T.I.,Live Your Life,0.6085287191563428,1.0,2008,0.8426966292134831,0.29078014184397166,0.8548882533629912,1.0,0.8474651645419508,0.0,0.4193198263386397,0.07272766021626655,0.0,0.22790138304269392,0.4705316076585731,0.661809165163891,"hip hop, pop",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,7
91,T.I.,Live Your Life,0.6085287191563428,1.0,2008,0.8426966292134831,0.29078014184397166,0.8548882533629912,1.0,0.8474651645419508,0.0,0.4193198263386397,0.07272766021626655,0.0,0.22790138304269392,0.4705316076585731,0.661809165163891,"hip hop, pop",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,7
92,Alesha Dixon,The Boy Does Nothing,0.2631848383116078,0.0,2008,0.5730337078651685,0.5945626477541371,0.9714013346043852,0.2727272727272727,0.8939124419409034,0.0,0.17691751085383503,0.12395817622641757,7.857868020304568e-05,0.012266987372218882,0.8630869611723179,0.17888113928078925,pop,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,5
93,Jack White,Another Way to Die,0.4021059098036891,0.0,2007,0.6292134831460674,0.4219858156028369,0.7521448999046711,0.36363636363636365,0.804624962941002,0.0,0.18958031837916064,0.02446851413470429,3.065989847715736e-05,0.10643415514131088,0.3721253610011766,0.543081043810332,"rock, blues",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0
94,Wiley,Wearing My Rolex - Radio Edit,0.15487166775339084,0.0,2008,0.6629213483146067,0.8829787234042553,0.7002436182607774,0.09090909090909091,0.6734855222848107,1.0,0.2022431259044863,0.04793209046735346,0.0004893401015228427,0.05435959110042092,0.766819980746604,0.47684178423676676,"hip hop, Dance/Electronic",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8888888888888888,1
95,Jordin Sparks,One Step At a Time,0.2483119850409273,0.0,2007,0.6292134831460674,0.7529550827423168,0.6748225823535642,0.09090909090909091,0.7827848601640478,1.0,0.010311143270622289,0.0845106788986013,0.0,0.020324714371617557,0.6983634613327628,0.27851516919486585,"pop, R&B",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,5
96,Fergie,Clumsy,0.34333119580973526,0.0,2006,0.651685393258427,0.7115839243498818,0.5381845143522932,0.18181818181818182,0.8137167704318609,1.0,0.1950072358900145,0.19568089864062901,0.00042639593908629444,0.33012627781118453,0.4427211466467002,0.8220404158268801,"pop, R&B",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,5
97,T-Pain,Can't Believe It (feat. Lil' Wayne),0.4333227355272588,0.0,2008,0.0,0.6134751773049646,0.48840165236733396,0.9090909090909091,0.5754027077774484,0.0,0.04667149059334299,0.0018143799550155084,0.0,0.06698737221888154,0.04011124184404749,0.19763047629150315,"hip hop, pop, R&B",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6666666666666666,1
98,Pitbull,Hotel Room Service,0.33815802945471596,0.0,2009,0.7078651685393258,0.851063829787234,0.576316068213113,0.5454545454545454,0.6102381658266627,1.0,0.3686685962373372,0.0030644045456631936,0.00025279187817258883,0.06590499098015636,0.7732377794416515,0.4374668505356954,"hip hop, pop, latin",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.3333333333333333,8
99,Shakira,She Wolf,0.20441012431765396,0.0,2009,0.7640449438202247,0.8699763593380615,0.6727041626946297,0.6363636363636364,0.6456171558454392,1.0,0.038169319826338644,0.2919942687397129,0.016446700507614213,0.24473842453397476,0.8866188897208258,0.4108146812347513,"pop, latin",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8888888888888888,8
100,Rihanna,Russian Roulette,0.30859284486428523,1.0,2009,0.7191011235955056,0.4148936170212766,0.4566253574833174,0.5454545454545454,0.7293210791580196,0.0,0.038892908827785816,0.04711240221119104,0.0,0.10282621767889355,0.2426997539843834,0.13281001379017718,"hip hop, pop, R&B",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3333333333333333,7
101,Eminem,Crack A Bottle,0.4971628415771691,1.0,2009,0.7865168539325843,0.45744680851063835,0.8675987713165978,0.8181818181818182,0.8865994663504297,1.0,0.2945007235890015,0.08850665914739307,0.0,0.18220084185207455,0.3774735265803829,0.7262517237721439,hip hop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2222222222222222,7
102,Selena Gomez & The Scene,Naturally,0.2413767088962295,0.0,2009,0.7078651685393258,0.5626477541371159,0.8972566465416799,0.9090909090909091,0.7465164541950786,0.0,0.05047033285094067,0.01893561840560798,1.0253807106598987e-06,0.038364401683704155,0.895175954647556,0.4812838124535907,"pop, Dance/Electronic",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,5
103,Sean Kingston,Fire Burning,0.34214567852004335,0.0,2009,0.797752808988764,0.8392434988179669,0.7934540832538927,0.09090909090909091,0.8894653621899397,1.0,0.01754703328509407,0.01965284562975009,0.0,0.37221888153938665,0.9090811851534923,0.4173782751670733,"hip hop, pop, R&B",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3333333333333333,1
104,Beyoncé,Single Ladies (Put a Ring on It),0.2161224962683149,0.0,2008,0.7528089887640449,0.35106382978723405,0.5604279207711047,0.09090909090909091,0.7521000098823994,1.0,0.4934876989869754,0.039222902745627786,0.0,0.20024052916416116,0.25018718579527227,0.8845470457197413,"pop, R&B",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,5
105,Jason Aldean,Big Green Tractor,0.24572540186341763,0.0,2009,0.5617977528089888,0.5756501182033097,0.5731384387247114,0.36363636363636365,0.7648483051684949,1.0,0.010311143270622289,0.6700754768946274,0.0,0.23631990378833434,0.5796341854743823,0.5108862840776492,country,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,2
106,Kelly Clarkson,Already Gone,0.45416089625107103,0.0,2009,0.6292134831460674,0.0945626477541371,0.8654803516576633,0.8181818181818182,0.8655993675264355,1.0,0.09497105643994212,0.22232076696590752,0.0,0.06650631389055922,0.27371911434378005,0.12013365864007637,"pop, R&B",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,2
107,Stromae,Alors on danse - Radio Edit,0.25075307291470206,0.0,2010,0.8651685393258427,0.7825059101654847,0.566783179747908,0.09090909090909091,0.5587508647099516,0.0,0.10148335745296672,0.10182659331003234,0.0020609137055837565,0.052315093205051115,0.722965022997112,0.3973427389413387,pop,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,5
108,Lady Gaga,Alejandro,0.4343654518706924,0.0,2009,0.7528089887640449,0.5839243498817968,0.7818027751297533,1.0,0.6860361695819746,0.0,0.04160636758321274,0.0003870977789727011,0.0015228426395939086,0.4251352976548406,0.34431489998930365,0.25842659382624383,pop,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,5
109,Ne-Yo,Beautiful Monster,0.3733651986010896,0.0,2010,0.6404494382022472,0.6843971631205673,0.7585001588814745,0.45454545454545453,0.6682478505781203,0.0,0.1950072358900145,0.21412388440428337,5.401015228426396e-06,0.30727600721587495,0.4876457375120334,0.4507929351861674,"pop, R&B",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,5
110,Mike Posner,Cooler Than Me - Single Mix,0.27022519439789194,0.0,2010,0.8426966292134831,0.7553191489361702,0.810401440525368,0.6363636363636364,0.7848601640478309,0.0,0.04377713458755427,0.18338557479819276,0.0,0.8027660853878532,0.6277676756872392,0.46373448605070544,"hip hop, pop, Dance/Electronic",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7777777777777778,1
111,Maroon 5,Misery,0.2780576915822884,0.0,2010,0.7528089887640449,0.6784869976359338,0.799809342230696,0.36363636363636365,0.7728036367229963,0.0,0.03473227206946455,0.00030307973271605346,0.0,0.2339146121467228,0.7358006203872072,0.2848135674127506,pop,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,5
112,Ludacris,How Low,0.23868235141965696,1.0,2010,0.7078651685393258,0.7754137115839244,0.469335875436924,0.09090909090909091,0.6688902065421484,1.0,0.054450072358900155,0.0025213610759555927,1.2487309644670051e-06,0.24353577871316898,0.4063536207080971,0.5565198366394399,"hip hop, pop",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4444444444444444,7
113,The Saturdays,Higher,0.2549212439309598,0.0,2010,0.6853932584269663,0.6028368794326241,0.8548882533629912,0.9090909090909091,0.8509734163454887,1.0,0.0197178002894356,0.050186233171800106,6.913705583756345e-06,0.2916416115453999,0.5967483153278426,0.37785085393020046,"pop, Dance/Electronic",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,5
114,Two Door Cinema Club,What You Know,0.20663835795077948,0.0,2010,0.0,0.4976359338061466,0.7394343819510645,0.5454545454545454,0.8158414863128768,0.0,0.03165701881331404,0.0006616933447871105,7.85786802030457e-06,0.08490679494888755,0.8588084287089528,0.523953802906545,"World/Traditional, rock, pop",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,5
115,Scouting For Girls,This Ain't a Love Song,0.2631848383116078,0.0,2017,0.5842696629213483,0.3888888888888889,0.9004342760300816,0.0,0.8082320387390058,1.0,0.039616497829233,0.00042193452985960384,0.0,0.4287432351172579,0.5507540913466682,0.7733637424419222,"pop, rock",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,5
116,Taylor Swift,Back To December,0.485054399077452,0.0,2010,0.7303370786516854,0.4728132387706856,0.6515199661052855,0.18181818181818182,0.7832295681391441,1.0,0.012843704775687415,0.1198597349456055,0.0,0.375826819001804,0.26516204941704996,0.5428158480958948,pop,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,5
117,Pitbull,Hey Baby (Drop It to the Floor) (feat. T-Pain),0.32723779860216734,0.0,2011,0.797752808988764,0.5508274231678487,0.9078487448363521,0.9090909090909091,0.8442533847218104,0.0,0.11794500723589003,0.04444841537866319,0.0,0.285628382441371,0.7743074125574928,0.4508658640076376,"hip hop, pop, latin",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.3333333333333333,8
118,Jennifer Lopez,On The Floor,0.4630684420686199,0.0,2011,0.8876404494382022,0.710401891252955,0.7648554178582777,0.2727272727272727,0.7569917976084594,0.0,0.047756874095513754,0.10756441110316925,0.0004852791878172589,0.05724594107035477,0.5742860198951759,0.463966532300838,"hip hop, pop, R&B",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2222222222222222,1
119,Kesha,Blow,0.28822350234139665,0.0,2010,0.7752808988764045,0.7375886524822696,0.7140133460438512,1.0,0.8228085779227197,0.0,0.028943560057887122,0.0034025259513301904,5.7461928934010156e-05,0.06193625977149729,0.8277890683495561,0.3977537922987165,"pop, Dance/Electronic",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,5
120,Katy Perry,E.T.,0.31408933411649326,0.0,2012,0.7303370786516854,0.5803782505910166,0.8623027221692617,0.09090909090909091,0.7541259017689496,1.0,0.27460202604920403,0.01852577427752677,0.0,0.417919422730006,0.7721681463258103,0.6077291290972737,pop,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,5
121,M83,Midnight City,0.3528530551319427,0.0,2011,0.8539325842696629,0.4468085106382979,0.7140133460438512,1.0,0.746862338175709,0.0,0.029124457308248922,0.018628235309547075,1.4213197969543146e-06,0.05327720986169573,0.25018718579527227,0.298305399384746,"rock, pop, metal, Dance/Electronic",1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,4
122,The Wanted,Glad You Came,0.22884525227269054,0.0,2011,0.8651685393258427,0.7009456264775413,0.8432369452388518,0.6363636363636364,0.8222650459531573,0.0,0.07362518089725037,0.03266539669632845,0.0,0.10402886349969932,0.4427211466467002,0.44331441603903693,"pop, Dance/Electronic",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,5
123,Kesha,We R Who We R,0.24723424205029826,0.0,2010,0.797752808988764,0.7174940898345153,0.8072238110369664,0.7272727272727273,0.7715189247949402,1.0,0.03165701881331404,0.010093231342255914,0.0016954314720812184,0.11485267588695129,0.6577174029307947,0.3973361090484778,"pop, Dance/Electronic",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,5
124,Rihanna,We Found Love,0.2754333874001067,0.0,2011,0.8426966292134831,0.7163120567375887,0.7532041097341383,0.09090909090909091,0.7920249036466054,1.0,0.027315484804630977,0.025595585486927613,0.0014010152284263959,0.10402886349969932,0.6010268477912076,0.4506072981860614,"hip hop, pop, R&B",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7777777777777778,1
125,Rihanna,We Found Love,0.2754333874001067,0.0,2011,0.8426966292134831,0.7163120567375887,0.7532041097341383,0.09090909090909091,0.7920249036466054,1.0,0.027315484804630977,0.025595585486927613,0.0014010152284263959,0.10402886349969932,0.6010268477912076,0.4506072981860614,"hip hop, pop, R&B",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7777777777777778,1
126,Rihanna,We Found Love,0.2754333874001067,0.0,2011,0.8426966292134831,0.7163120567375887,0.7532041097341383,0.09090909090909091,0.7920249036466054,1.0,0.027315484804630977,0.025595585486927613,0.0014010152284263959,0.10402886349969932,0.6010268477912076,0.4506072981860614,"hip hop, pop, R&B",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7777777777777778,1
127,Rihanna,We Found Love,0.2754333874001067,0.0,2011,0.8426966292134831,0.7163120567375887,0.7532041097341383,0.09090909090909091,0.7920249036466054,1.0,0.027315484804630977,0.025595585486927613,0.0014010152284263959,0.10402886349969932,0.6010268477912076,0.4506072981860614,"hip hop, pop, R&B",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7777777777777778,1
128,Jason Aldean,Dirt Road Anthem,0.31365823692024164,0.0,2010,0.5955056179775281,0.6489361702127661,0.7246054443385235,0.18181818181818182,0.7632177092598083,1.0,0.02170767004341535,0.32785562994681866,2.3959390862944163e-06,0.11365003006614552,0.6630655685100011,0.4443221597538984,country,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,2
129,Grouplove,Tongue Tied,0.2829425616873144,0.0,2011,0.8876404494382022,0.5094562647754138,0.9332697807435654,0.2727272727272727,0.7253187073821523,1.0,0.03744573082489147,0.008658776893971685,0.0,0.1677690920024053,0.3560808642635576,0.3509931579505675,"pop, rock, Folk/Acoustic",0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,2
130,Kendrick Lamar,Swimming Pools (Drank) - Extended Version,0.5409892602910984,1.0,2012,0.7078651685393258,0.693853427895981,0.4555661476538502,0.09090909090909091,0.6309417926672596,1.0,0.6888567293777136,0.1260073968668236,2.7309644670050763e-05,0.7005411906193626,0.23735158840517706,0.09356767794632444,hip hop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,7
131,Asaf Avidan & the Mojos,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],0.2677113588722497,0.0,2012,0.0,0.817966903073286,0.6578752250820888,0.2727272727272727,0.6990809368514675,0.0,0.05698263386396527,0.1915824573598169,0.00010152284263959392,0.08562838244137103,0.5571718900417157,0.3911172695449242,pop,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,5
